# //UNITED STATES GEOLOGICAL SURVEY       http://water.usgs.gov/
# //NATIONAL WATER INFORMATION SYSTEM     http://water.usgs.gov/data.html
# //DATA ARE PROVISIONAL AND SUBJECT TO CHANGE UNTIL PUBLISHED BY USGS
# //RETRIEVED: 2019-02-06 13:35:02
# //WARNING
# //WARNING The stage-discharge rating provided in this file should be
# //WARNING considered provisional and subject to change. Stage-discharge
# //WARNING ratings change over time as the channel features that control
# //WARNING the relation between stage and discharge vary. Users are
# //WARNING cautioned to consider carefully the applicability of this
# //WARNING rating before using it for decisions that concern personal or
# //WARNING public safety or operational consequences.
# //WARNING
# //WARNING This rating does not include any shifts that may have been
# //WARNING used along with this base rating in converting stage to
# //WARNING discharge at this site. Stage data processed with the rating
# //WARNING thus may not match that displayed or published by the USGS.
# //WARNING
# //FILE TYPE="NWIS RATING" 
# //DATABASE NUMBER=01 DESCRIPTION=" Standard data base for this site."
# //STATION AGENCY="USGS " NUMBER="01554000       " TIME_ZONE="EST" DST_FLAG=Y
# //STATION NAME="Susquehanna River at Sunbury, PA"
# //LABEL="Discharge (ft^3/s)"
# //PARAMETER CODE="00060"
# //RATING SHIFTED="20190206133502 EST"
# //RATING ID="18.0" TYPE="STGQ" NAME="stage-discharge" AGING=????
# //RATING REMARKS="same as 15.0 abv 7.6ft (low-end redefined #498-501,507)"
# //RATING EXPANSION="logarithmic"
# //RATING BREAKPOINT1=1.050000E+01
# //RATING OFFSET1=3.500000E+00 OFFSET2=4.400000E+00
# //RATING_INDEP ROUNDING="????" PARAMETER="Gage height (ft)"
# //RATING_DEP ROUNDING="????" PARAMETER="Discharge (ft^3/s)"
# //RATING_DATETIME BEGIN=20101102230000 BZONE=-05:00 END=20170120000000 EZONE=-05:00 AGING=1
# //RATING_DATETIME COMMENT="same as 15.0 abv 7.6ft (low-end redefined #498-501,507)"
# //RATING_DATETIME BEGIN=20170120000000 BZONE=-05:00 END=-------------- EZONE=--- AGING=1
# //RATING_DATETIME COMMENT="same as 15.0 abv 7.6ft (low-end redefined #498-501,507)"
# //SHIFT_PREV BEGIN="20190205125942" BZONE="-05:00" END="--------------" EZONE="---"
# //SHIFT_PREV STAGE1="6.00" SHIFT1="0.15" STAGE2="8.00" SHIFT2="0.00"
# //SHIFT_PREV COMMENT="M563: data aging, continue until disproven"
# //SHIFT_NEXT BEGIN="--------------" BZONE="---" END="--------------" EZONE="---"
# //SHIFT_NEXT STAGE1="---" SHIFT1="---" STAGE2="---" SHIFT2="---" STAGE3="---" SHIFT3="---"
# //SHIFT_NEXT COMMENT=" "
INDEP	SHIFT	DEP	STOR
19.69	0.00	168853.32	
19.70	0.00	169044.66	
19.71	0.00	169236.09	
19.72	0.00	169427.61	
19.73	0.00	169619.22	
19.74	0.00	169810.93	
19.75	0.00	170002.72	
19.76	0.00	170194.61	
19.77	0.00	170386.59	
19.78	0.00	170578.66	
19.79	0.00	170770.82	
19.80	0.00	170963.08	
19.81	0.00	171155.42	
19.82	0.00	171347.86	
19.83	0.00	171540.39	
19.84	0.00	171733.01	
19.85	0.00	171925.72	
19.86	0.00	172118.52	
19.87	0.00	172311.41	
19.88	0.00	172504.39	
19.89	0.00	172697.47	
19.90	0.00	172890.64	
19.91	0.00	173083.90	
19.92	0.00	173277.25	
19.93	0.00	173470.69	
19.94	0.00	173664.22	
19.95	0.00	173857.84	
19.96	0.00	174051.56	
19.97	0.00	174245.36	
19.98	0.00	174439.26	
19.99	0.00	174633.25	
20.00	0.00	174827.33	
20.01	0.00	175021.50	
20.02	0.00	175215.76	
20.03	0.00	175410.11	
20.04	0.00	175604.55	
20.05	0.00	175799.09	
20.06	0.00	175993.71	
20.07	0.00	176188.43	
20.08	0.00	176383.24	
20.09	0.00	176578.13	
20.10	0.00	176773.12	
20.11	0.00	176968.20	
20.12	0.00	177163.38	
20.13	0.00	177358.64	
20.14	0.00	177553.99	
20.15	0.00	177749.44	
20.16	0.00	177944.97	
20.17	0.00	178140.60	
20.18	0.00	178336.31	
20.19	0.00	178532.12	
20.20	0.00	178728.02	
20.21	0.00	178924.01	
20.22	0.00	179120.09	
20.23	0.00	179316.26	
20.24	0.00	179512.52	
20.25	0.00	179708.87	
20.26	0.00	179905.31	
20.27	0.00	180101.85	
20.28	0.00	180298.47	
20.29	0.00	180495.19	
20.30	0.00	180691.99	
20.31	0.00	180888.89	
20.32	0.00	181085.88	
20.33	0.00	181282.95	
20.34	0.00	181480.12	
20.35	0.00	181677.38	
20.36	0.00	181874.73	
20.37	0.00	182072.17	
20.38	0.00	182269.70	
20.39	0.00	182467.32	
20.40	0.00	182665.03	
20.41	0.00	182862.83	
20.42	0.00	183060.73	
20.43	0.00	183258.71	
20.44	0.00	183456.78	
20.45	0.00	183654.95	
20.46	0.00	183853.20	
20.47	0.00	184051.55	
20.48	0.00	184249.98	
20.49	0.00	184448.51	
20.50	0.00	184647.12	
20.51	0.00	184845.83	
20.52	0.00	185044.62	
20.53	0.00	185243.51	
20.54	0.00	185442.49	
20.55	0.00	185641.56	
20.56	0.00	185840.71	
20.57	0.00	186039.96	
20.58	0.00	186239.30	
20.59	0.00	186438.73	
20.60	0.00	186638.25	
20.61	0.00	186837.86	
20.62	0.00	187037.55	
20.63	0.00	187237.34	
20.64	0.00	187437.22	
20.65	0.00	187637.19	
20.66	0.00	187837.25	
20.67	0.00	188037.40	
20.68	0.00	188237.64	
20.69	0.00	188437.97	
20.70	0.00	188638.39	
20.71	0.00	188838.90	
20.72	0.00	189039.50	
20.73	0.00	189240.19	
20.74	0.00	189440.97	
20.75	0.00	189641.84	
20.76	0.00	189842.80	
20.77	0.00	190043.85	
20.78	0.00	190244.99	
20.79	0.00	190446.22	
20.80	0.00	190647.54	
20.81	0.00	190848.95	
20.82	0.00	191050.45	
20.83	0.00	191252.04	
20.84	0.00	191453.72	
20.85	0.00	191655.49	
20.86	0.00	191857.34	
20.87	0.00	192059.29	
20.88	0.00	192261.33	
20.89	0.00	192463.46	
20.90	0.00	192665.68	
20.91	0.00	192867.99	
20.92	0.00	193070.38	
20.93	0.00	193272.87	
20.94	0.00	193475.45	
20.95	0.00	193678.11	
20.96	0.00	193880.87	
20.97	0.00	194083.72	
20.98	0.00	194286.65	
20.99	0.00	194489.68	
21.00	0.00	194692.79	
21.01	0.00	194896.00	
21.02	0.00	195099.29	
21.03	0.00	195302.67	
21.04	0.00	195506.15	
21.05	0.00	195709.71	
21.06	0.00	195913.36	
21.07	0.00	196117.10	
21.08	0.00	196320.94	
21.09	0.00	196524.86	
21.10	0.00	196728.87	
21.11	0.00	196932.97	
21.12	0.00	197137.16	
21.13	0.00	197341.43	
21.14	0.00	197545.80	
21.15	0.00	197750.26	
21.16	0.00	197954.81	
21.17	0.00	198159.44	
21.18	0.00	198364.17	
21.19	0.00	198568.98	
21.20	0.00	198773.89	
21.21	0.00	198978.88	
21.22	0.00	199183.97	
21.23	0.00	199389.14	
21.24	0.00	199594.40	
21.25	0.00	199799.75	
21.26	0.00	200005.19	
21.27	0.00	200210.72	
21.28	0.00	200416.34	
21.29	0.00	200622.05	
21.30	0.00	200827.84	
21.31	0.00	201033.73	
21.32	0.00	201239.70	
21.33	0.00	201445.77	
21.34	0.00	201651.92	
21.35	0.00	201858.16	
21.36	0.00	202064.50	
21.37	0.00	202270.92	
21.38	0.00	202477.43	
21.39	0.00	202684.03	
21.40	0.00	202890.71	
21.41	0.00	203097.49	
21.42	0.00	203304.36	
21.43	0.00	203511.31	
21.44	0.00	203718.36	
21.45	0.00	203925.49	
21.46	0.00	204132.71	
21.47	0.00	204340.02	
21.48	0.00	204547.42	
21.49	0.00	204754.91	
21.50	0.00	204962.49	
21.51	0.00	205170.16	
21.52	0.00	205377.91	
21.53	0.00	205585.76	
21.54	0.00	205793.69	
21.55	0.00	206001.71	
21.56	0.00	206209.82	
21.57	0.00	206418.02	
21.58	0.00	206626.31	
21.59	0.00	206834.69	
21.60	0.00	207043.16	
21.61	0.00	207251.71	
21.62	0.00	207460.36	
21.63	0.00	207669.09	
21.64	0.00	207877.91	
21.65	0.00	208086.82	
21.66	0.00	208295.82	
21.67	0.00	208504.91	
21.68	0.00	208714.08	
21.69	0.00	208923.35	
21.70	0.00	209132.70	
21.71	0.00	209342.14	
21.72	0.00	209551.67	
21.73	0.00	209761.29	
21.74	0.00	209971.00	
21.75	0.00	210180.79	
21.76	0.00	210390.68	
21.77	0.00	210600.65	
21.78	0.00	210810.71	
21.79	0.00	211020.86	
21.80	0.00	211231.10	
21.81	0.00	211441.43	
21.82	0.00	211651.85	
21.83	0.00	211862.35	
21.84	0.00	212072.94	
21.85	0.00	212283.63	
21.86	0.00	212494.39	
21.87	0.00	212705.25	
21.88	0.00	212916.20	
21.89	0.00	213127.23	
21.90	0.00	213338.36	
21.91	0.00	213549.57	
21.92	0.00	213760.87	
21.93	0.00	213972.26	
21.94	0.00	214183.73	
21.95	0.00	214395.30	
21.96	0.00	214606.95	
21.97	0.00	214818.69	
21.98	0.00	215030.52	
21.99	0.00	215242.44	
22.00	0.00	215454.45	
22.01	0.00	215666.54	
22.02	0.00	215878.72	
22.03	0.00	216090.99	
22.04	0.00	216303.35	
22.05	0.00	216515.80	
22.06	0.00	216728.33	
22.07	0.00	216940.96	
22.08	0.00	217153.67	
22.09	0.00	217366.47	
22.10	0.00	217579.36	
22.11	0.00	217792.33	
22.12	0.00	218005.40	
22.13	0.00	218218.55	
22.14	0.00	218431.79	
22.15	0.00	218645.11	
22.16	0.00	218858.53	
22.17	0.00	219072.03	
22.18	0.00	219285.63	
22.19	0.00	219499.31	
22.20	0.00	219713.07	
22.21	0.00	219926.93	
22.22	0.00	220140.87	
22.23	0.00	220354.91	
22.24	0.00	220569.02	
22.25	0.00	220783.23	
22.26	0.00	220997.53	
22.27	0.00	221211.91	
22.28	0.00	221426.38	
22.29	0.00	221640.94	
22.30	0.00	221855.59	
22.31	0.00	222070.32	
22.32	0.00	222285.14	
22.33	0.00	222500.05	
22.34	0.00	222715.05	
22.35	0.00	222930.14	
22.36	0.00	223145.31	
22.37	0.00	223360.57	
22.38	0.00	223575.92	
22.39	0.00	223791.36	
22.40	0.00	224006.88	
22.41	0.00	224222.49	
22.42	0.00	224438.19	
22.43	0.00	224653.98	
22.44	0.00	224869.86	
22.45	0.00	225085.82	
22.46	0.00	225301.87	
22.47	0.00	225518.01	
22.48	0.00	225734.23	
22.49	0.00	225950.55	
22.50	0.00	226166.95	
22.51	0.00	226383.43	
22.52	0.00	226600.01	
22.53	0.00	226816.67	
22.54	0.00	227033.42	
22.55	0.00	227250.26	
22.56	0.00	227467.19	
22.57	0.00	227684.20	
22.58	0.00	227901.30	
22.59	0.00	228118.49	
22.60	0.00	228335.77	
22.61	0.00	228553.13	
22.62	0.00	228770.58	
22.63	0.00	228988.12	
22.64	0.00	229205.74	
22.65	0.00	229423.46	
22.66	0.00	229641.26	
22.67	0.00	229859.14	
22.68	0.00	230077.12	
22.69	0.00	230295.18	
22.70	0.00	230513.33	
22.71	0.00	230731.57	
22.72	0.00	230949.89	
22.73	0.00	231168.30	
22.74	0.00	231386.80	
22.75	0.00	231605.38	
22.76	0.00	231824.06	
22.77	0.00	232042.82	
22.78	0.00	232261.67	
22.79	0.00	232480.60	
22.80	0.00	232699.62	
22.81	0.00	232918.73	
22.82	0.00	233137.93	
22.83	0.00	233357.21	
22.84	0.00	233576.58	
22.85	0.00	233796.04	
22.86	0.00	234015.58	
22.87	0.00	234235.21	
22.88	0.00	234454.93	
22.89	0.00	234674.74	
22.90	0.00	234894.63	
22.91	0.00	235114.61	
22.92	0.00	235334.68	
22.93	0.00	235554.83	
22.94	0.00	235775.07	
22.95	0.00	235995.40	
22.96	0.00	236215.82	
22.97	0.00	236436.32	
22.98	0.00	236656.91	
22.99	0.00	236877.58	
23.00	0.00	237098.35	
23.01	0.00	237319.20	
23.02	0.00	237540.13	
23.03	0.00	237761.16	
23.04	0.00	237982.27	
23.05	0.00	238203.46	
23.06	0.00	238424.75	
23.07	0.00	238646.12	
23.08	0.00	238867.58	
23.09	0.00	239089.12	
23.10	0.00	239310.75	
23.11	0.00	239532.47	
23.12	0.00	239754.28	
23.13	0.00	239976.17	
23.14	0.00	240198.15	
23.15	0.00	240420.21	
23.16	0.00	240642.36	
23.17	0.00	240864.60	
23.18	0.00	241086.93	
23.19	0.00	241309.34	
23.20	0.00	241531.84	
23.21	0.00	241754.42	
23.22	0.00	241977.10	
23.23	0.00	242199.85	
23.24	0.00	242422.70	
23.25	0.00	242645.63	
23.26	0.00	242868.65	
23.27	0.00	243091.76	
23.28	0.00	243314.95	
23.29	0.00	243538.23	
23.30	0.00	243761.59	
23.31	0.00	243985.04	
23.32	0.00	244208.58	
23.33	0.00	244432.21	
23.34	0.00	244655.92	
23.35	0.00	244879.71	
23.36	0.00	245103.60	
23.37	0.00	245327.57	
23.38	0.00	245551.63	
23.39	0.00	245775.77	
23.40	0.00	246000.00	*
23.41	0.00	246226.56	
23.42	0.00	246453.22	
23.43	0.00	246679.96	
23.44	0.00	246906.79	
23.45	0.00	247133.71	
23.46	0.00	247360.73	
23.47	0.00	247587.83	
23.48	0.00	247815.02	
23.49	0.00	248042.29	
23.50	0.00	248269.66	
23.51	0.00	248497.12	
23.52	0.00	248724.67	
23.53	0.00	248952.30	
23.54	0.00	249180.03	
23.55	0.00	249407.84	
23.56	0.00	249635.74	
23.57	0.00	249863.74	
23.58	0.00	250091.82	
23.59	0.00	250319.99	
23.60	0.00	250548.25	
23.61	0.00	250776.60	
23.62	0.00	251005.04	
23.63	0.00	251233.56	
23.64	0.00	251462.18	
23.65	0.00	251690.88	
23.66	0.00	251919.68	
23.67	0.00	252148.56	
23.68	0.00	252377.54	
23.69	0.00	252606.60	
23.70	0.00	252835.75	
23.71	0.00	253064.99	
23.72	0.00	253294.32	
23.73	0.00	253523.73	
23.74	0.00	253753.24	
23.75	0.00	253982.84	
23.76	0.00	254212.52	
23.77	0.00	254442.29	
23.78	0.00	254672.16	
23.79	0.00	254902.11	
23.80	0.00	255132.15	
23.81	0.00	255362.28	
23.82	0.00	255592.50	
23.83	0.00	255822.80	
23.84	0.00	256053.20	
23.85	0.00	256283.68	
23.86	0.00	256514.26	
23.87	0.00	256744.92	
23.88	0.00	256975.67	
23.89	0.00	257206.51	
23.90	0.00	257437.44	
23.91	0.00	257668.46	
23.92	0.00	257899.56	
23.93	0.00	258130.76	
23.94	0.00	258362.04	
23.95	0.00	258593.41	
23.96	0.00	258824.87	
23.97	0.00	259056.42	
23.98	0.00	259288.06	
23.99	0.00	259519.79	
24.00	0.00	259751.61	
24.01	0.00	259983.51	
24.02	0.00	260215.50	
24.03	0.00	260447.59	
24.04	0.00	260679.76	
24.05	0.00	260912.02	
24.06	0.00	261144.36	
24.07	0.00	261376.80	
24.08	0.00	261609.33	
24.09	0.00	261841.94	
24.10	0.00	262074.64	
24.11	0.00	262307.43	
24.12	0.00	262540.31	
24.13	0.00	262773.28	
24.14	0.00	263006.33	
24.15	0.00	263239.48	
24.16	0.00	263472.71	
24.17	0.00	263706.03	
24.18	0.00	263939.45	
24.19	0.00	264172.94	
24.20	0.00	264406.53	
24.21	0.00	264640.21	
24.22	0.00	264873.97	
24.23	0.00	265107.82	
24.24	0.00	265341.76	
24.25	0.00	265575.79	
24.26	0.00	265809.91	
24.27	0.00	266044.12	
24.28	0.00	266278.41	
24.29	0.00	266512.79	
24.30	0.00	266747.27	
24.31	0.00	266981.83	
24.32	0.00	267216.47	
24.33	0.00	267451.21	
24.34	0.00	267686.03	
24.35	0.00	267920.95	
24.36	0.00	268155.95	
24.37	0.00	268391.04	
24.38	0.00	268626.21	
24.39	0.00	268861.48	
24.40	0.00	269096.83	
24.41	0.00	269332.28	
24.42	0.00	269567.81	
24.43	0.00	269803.42	
24.44	0.00	270039.13	
24.45	0.00	270274.93	
24.46	0.00	270510.81	
24.47	0.00	270746.78	
24.48	0.00	270982.84	
24.49	0.00	271218.99	
24.50	0.00	271455.22	
24.51	0.00	271691.55	
24.52	0.00	271927.96	
24.53	0.00	272164.46	
24.54	0.00	272401.05	
24.55	0.00	272637.72	
24.56	0.00	272874.49	
24.57	0.00	273111.34	
24.58	0.00	273348.28	
24.59	0.00	273585.31	
24.60	0.00	273822.42	
24.61	0.00	274059.63	
24.62	0.00	274296.92	
24.63	0.00	274534.30	
24.64	0.00	274771.77	
24.65	0.00	275009.33	
24.66	0.00	275246.97	
24.67	0.00	275484.70	
24.68	0.00	275722.52	
24.69	0.00	275960.43	
24.70	0.00	276198.43	
24.71	0.00	276436.51	
24.72	0.00	276674.68	
24.73	0.00	276912.94	
24.74	0.00	277151.29	
24.75	0.00	277389.72	
24.76	0.00	277628.25	
24.77	0.00	277866.86	
24.78	0.00	278105.55	
24.79	0.00	278344.34	
24.80	0.00	278583.22	
24.81	0.00	278822.18	
24.82	0.00	279061.23	
24.83	0.00	279300.36	
24.84	0.00	279539.59	
24.85	0.00	279778.90	
24.86	0.00	280018.30	
24.87	0.00	280257.79	
24.88	0.00	280497.37	
24.89	0.00	280737.03	
24.90	0.00	280976.78	
24.91	0.00	281216.62	
24.92	0.00	281456.55	
24.93	0.00	281696.56	
24.94	0.00	281936.67	
24.95	0.00	282176.86	
24.96	0.00	282417.13	
24.97	0.00	282657.50	
24.98	0.00	282897.95	
24.99	0.00	283138.49	
25.00	0.00	283379.12	
25.01	0.00	283619.84	
25.02	0.00	283860.64	
25.03	0.00	284101.53	
25.04	0.00	284342.51	
25.05	0.00	284583.57	
25.06	0.00	284824.73	
25.07	0.00	285065.97	
25.08	0.00	285307.29	
25.09	0.00	285548.71	
25.10	0.00	285790.21	
25.11	0.00	286031.80	
25.12	0.00	286273.48	
25.13	0.00	286515.25	
25.14	0.00	286757.10	
25.15	0.00	286999.04	
25.16	0.00	287241.07	
25.17	0.00	287483.18	
25.18	0.00	287725.39	
25.19	0.00	287967.67	
25.20	0.00	288210.05	
25.21	0.00	288452.52	
25.22	0.00	288695.07	
25.23	0.00	288937.71	
25.24	0.00	289180.43	
25.25	0.00	289423.25	
25.26	0.00	289666.15	
25.27	0.00	289909.14	
25.28	0.00	290152.21	
25.29	0.00	290395.38	
25.30	0.00	290638.63	
25.31	0.00	290881.97	
25.32	0.00	291125.39	
25.33	0.00	291368.90	
25.34	0.00	291612.50	
25.35	0.00	291856.19	
25.36	0.00	292099.96	
25.37	0.00	292343.82	
25.38	0.00	292587.77	
25.39	0.00	292831.81	
25.40	0.00	293075.93	
25.41	0.00	293320.14	
25.42	0.00	293564.43	
25.43	0.00	293808.82	
25.44	0.00	294053.29	
25.45	0.00	294297.85	
25.46	0.00	294542.49	
25.47	0.00	294787.22	
25.48	0.00	295032.04	
25.49	0.00	295276.95	
25.50	0.00	295521.94	
25.51	0.00	295767.02	
25.52	0.00	296012.19	
25.53	0.00	296257.45	
25.54	0.00	296502.79	
25.55	0.00	296748.22	
25.56	0.00	296993.73	
25.57	0.00	297239.33	
25.58	0.00	297485.02	
25.59	0.00	297730.80	
25.60	0.00	297976.66	
25.61	0.00	298222.61	
25.62	0.00	298468.65	
25.63	0.00	298714.78	
25.64	0.00	298960.99	
25.65	0.00	299207.28	
25.66	0.00	299453.67	
25.67	0.00	299700.14	
25.68	0.00	299946.70	
25.69	0.00	300193.35	
25.70	0.00	300440.08	
25.71	0.00	300686.90	
25.72	0.00	300933.80	
25.73	0.00	301180.80	
25.74	0.00	301427.88	
25.75	0.00	301675.04	
25.76	0.00	301922.30	
25.77	0.00	302169.64	
25.78	0.00	302417.06	
25.79	0.00	302664.58	
25.80	0.00	302912.18	
25.81	0.00	303159.86	
25.82	0.00	303407.64	
25.83	0.00	303655.50	
25.84	0.00	303903.44	
25.85	0.00	304151.48	
25.86	0.00	304399.60	
25.87	0.00	304647.81	
25.88	0.00	304896.10	
25.89	0.00	305144.48	
25.90	0.00	305392.95	
25.91	0.00	305641.50	
25.92	0.00	305890.14	
25.93	0.00	306138.87	
25.94	0.00	306387.68	
25.95	0.00	306636.58	
25.96	0.00	306885.57	
25.97	0.00	307134.64	
25.98	0.00	307383.80	
25.99	0.00	307633.05	
26.00	0.00	307882.38	
26.01	0.00	308131.80	
26.02	0.00	308381.31	
26.03	0.00	308630.90	
26.04	0.00	308880.58	
26.05	0.00	309130.35	
26.06	0.00	309380.20	
26.07	0.00	309630.14	
26.08	0.00	309880.16	
26.09	0.00	310130.27	
26.10	0.00	310380.47	
26.11	0.00	310630.76	
26.12	0.00	310881.13	
26.13	0.00	311131.59	
26.14	0.00	311382.13	
26.15	0.00	311632.76	
26.16	0.00	311883.48	
26.17	0.00	312134.28	
26.18	0.00	312385.17	
26.19	0.00	312636.14	
26.20	0.00	312887.21	
26.21	0.00	313138.35	
26.22	0.00	313389.59	
26.23	0.00	313640.91	
26.24	0.00	313892.32	
26.25	0.00	314143.81	
26.26	0.00	314395.39	
26.27	0.00	314647.06	
26.28	0.00	314898.81	
26.29	0.00	315150.65	
26.30	0.00	315402.57	
26.31	0.00	315654.58	
26.32	0.00	315906.68	
26.33	0.00	316158.86	
26.34	0.00	316411.13	
26.35	0.00	316663.49	
26.36	0.00	316915.93	
26.37	0.00	317168.46	
26.38	0.00	317421.07	
26.39	0.00	317673.78	
26.40	0.00	317926.56	
26.41	0.00	318179.44	
26.42	0.00	318432.39	
26.43	0.00	318685.44	
26.44	0.00	318938.57	
26.45	0.00	319191.79	
26.46	0.00	319445.09	
26.47	0.00	319698.48	
26.48	0.00	319951.96	
26.49	0.00	320205.52	
26.50	0.00	320459.17	
26.51	0.00	320712.90	
26.52	0.00	320966.72	
26.53	0.00	321220.63	
26.54	0.00	321474.62	
26.55	0.00	321728.70	
26.56	0.00	321982.86	
26.57	0.00	322237.11	
26.58	0.00	322491.45	
26.59	0.00	322745.87	
26.60	0.00	323000.38	
26.61	0.00	323254.97	
26.62	0.00	323509.65	
26.63	0.00	323764.41	
26.64	0.00	324019.27	
26.65	0.00	324274.20	
26.66	0.00	324529.23	
26.67	0.00	324784.34	
26.68	0.00	325039.53	
26.69	0.00	325294.81	
26.70	0.00	325550.18	
26.71	0.00	325805.63	
26.72	0.00	326061.17	
26.73	0.00	326316.79	
26.74	0.00	326572.50	
26.75	0.00	326828.30	
26.76	0.00	327084.18	
26.77	0.00	327340.15	
26.78	0.00	327596.20	
26.79	0.00	327852.34	
26.80	0.00	328108.57	
26.81	0.00	328364.88	
26.82	0.00	328621.27	
26.83	0.00	328877.75	
26.84	0.00	329134.32	
26.85	0.00	329390.98	
26.86	0.00	329647.71	
26.87	0.00	329904.54	
26.88	0.00	330161.45	
26.89	0.00	330418.45	
26.90	0.00	330675.53	
26.91	0.00	330932.70	
26.92	0.00	331189.95	
26.93	0.00	331447.29	
26.94	0.00	331704.71	
26.95	0.00	331962.22	
26.96	0.00	332219.82	
26.97	0.00	332477.50	
26.98	0.00	332735.27	
26.99	0.00	332993.12	
27.00	0.00	333251.06	
27.01	0.00	333509.08	
27.02	0.00	333767.19	
27.03	0.00	334025.38	
27.04	0.00	334283.66	
27.05	0.00	334542.03	
27.06	0.00	334800.48	
27.07	0.00	335059.02	
27.08	0.00	335317.64	
27.09	0.00	335576.35	
27.10	0.00	335835.14	
27.11	0.00	336094.02	
27.12	0.00	336352.98	
27.13	0.00	336612.03	
27.14	0.00	336871.17	
27.15	0.00	337130.39	
27.16	0.00	337389.69	
27.17	0.00	337649.09	
27.18	0.00	337908.56	
27.19	0.00	338168.12	
27.20	0.00	338427.77	
27.21	0.00	338687.50	
27.22	0.00	338947.32	
27.23	0.00	339207.23	
27.24	0.00	339467.22	
27.25	0.00	339727.29	
27.26	0.00	339987.45	
27.27	0.00	340247.69	
27.28	0.00	340508.02	
27.29	0.00	340768.44	
27.30	0.00	341028.94	
27.31	0.00	341289.53	
27.32	0.00	341550.20	
27.33	0.00	341810.95	
27.34	0.00	342071.80	
27.35	0.00	342332.72	
27.36	0.00	342593.74	
27.37	0.00	342854.83	
27.38	0.00	343116.02	
27.39	0.00	343377.28	
27.40	0.00	343638.64	
27.41	0.00	343900.07	
27.42	0.00	344161.60	
27.43	0.00	344423.21	
27.44	0.00	344684.90	
27.45	0.00	344946.68	
27.46	0.00	345208.54	
27.47	0.00	345470.49	
27.48	0.00	345732.53	
27.49	0.00	345994.65	
27.50	0.00	346256.85	
27.51	0.00	346519.14	
27.52	0.00	346781.52	
27.53	0.00	347043.98	
27.54	0.00	347306.52	
27.55	0.00	347569.15	
27.56	0.00	347831.87	
27.57	0.00	348094.67	
27.58	0.00	348357.55	
27.59	0.00	348620.52	
27.60	0.00	348883.58	
27.61	0.00	349146.72	
27.62	0.00	349409.94	
27.63	0.00	349673.25	
27.64	0.00	349936.65	
27.65	0.00	350200.13	
27.66	0.00	350463.69	
27.67	0.00	350727.34	
27.68	0.00	350991.08	
27.69	0.00	351254.89	
27.70	0.00	351518.80	
27.71	0.00	351782.79	
27.72	0.00	352046.86	
27.73	0.00	352311.02	
27.74	0.00	352575.27	
27.75	0.00	352839.60	
27.76	0.00	353104.01	
27.77	0.00	353368.51	
27.78	0.00	353633.09	
27.79	0.00	353897.76	
27.80	0.00	354162.51	
27.81	0.00	354427.35	
27.82	0.00	354692.28	
27.83	0.00	354957.28	
27.84	0.00	355222.38	
27.85	0.00	355487.55	
27.86	0.00	355752.82	
27.87	0.00	356018.16	
27.88	0.00	356283.59	
27.89	0.00	356549.11	
27.90	0.00	356814.71	
27.91	0.00	357080.40	
27.92	0.00	357346.17	
27.93	0.00	357612.02	
27.94	0.00	357877.96	
27.95	0.00	358143.99	
27.96	0.00	358410.10	
27.97	0.00	358676.29	
27.98	0.00	358942.57	
27.99	0.00	359208.93	
28.00	0.00	359475.38	
28.01	0.00	359741.91	
28.02	0.00	360008.53	
28.03	0.00	360275.23	
28.04	0.00	360542.02	
28.05	0.00	360808.89	
28.06	0.00	361075.85	
28.07	0.00	361342.89	
28.08	0.00	361610.01	
28.09	0.00	361877.22	
28.10	0.00	362144.52	
28.11	0.00	362411.89	
28.12	0.00	362679.36	
28.13	0.00	362946.90	
28.14	0.00	363214.54	
28.15	0.00	363482.25	
28.16	0.00	363750.05	
28.17	0.00	364017.94	
28.18	0.00	364285.91	
28.19	0.00	364553.96	
28.20	0.00	364822.10	
28.21	0.00	365090.33	
28.22	0.00	365358.63	
28.23	0.00	365627.03	
28.24	0.00	365895.50	
28.25	0.00	366164.07	
28.26	0.00	366432.71	
28.27	0.00	366701.44	
28.28	0.00	366970.26	
28.29	0.00	367239.15	
28.30	0.00	367508.14	
28.31	0.00	367777.21	
28.32	0.00	368046.36	
28.33	0.00	368315.59	
28.34	0.00	368584.91	
28.35	0.00	368854.32	
28.36	0.00	369123.81	
28.37	0.00	369393.38	
28.38	0.00	369663.04	
28.39	0.00	369932.78	
28.40	0.00	370202.61	
28.41	0.00	370472.52	
28.42	0.00	370742.52	
28.43	0.00	371012.59	
28.44	0.00	371282.76	
28.45	0.00	371553.01	
28.46	0.00	371823.34	
28.47	0.00	372093.75	
28.48	0.00	372364.26	
28.49	0.00	372634.84	
28.50	0.00	372905.51	
28.51	0.00	373176.26	
28.52	0.00	373447.10	
28.53	0.00	373718.02	
28.54	0.00	373989.03	
28.55	0.00	374260.12	
28.56	0.00	374531.29	
28.57	0.00	374802.55	
28.58	0.00	375073.89	
28.59	0.00	375345.32	
28.60	0.00	375616.83	
28.61	0.00	375888.42	
28.62	0.00	376160.10	
28.63	0.00	376431.86	
28.64	0.00	376703.71	
28.65	0.00	376975.64	
28.66	0.00	377247.66	
28.67	0.00	377519.76	
28.68	0.00	377791.94	
28.69	0.00	378064.21	
28.70	0.00	378336.56	
28.71	0.00	378608.99	
28.72	0.00	378881.51	
28.73	0.00	379154.12	
